Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1961","1961","%","17.48","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1962","1962","%","17.77","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1963","1963","%","18.07","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1964","1964","%","18.28","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1965","1965","%","19.05","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1966","1966","%","19.71","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1967","1967","%","20.29","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1968","1968","%","20.8","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1969","1969","%","21.35","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1970","1970","%","21.86","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1971","1971","%","22.26","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1972","1972","%","22.77","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1973","1973","%","23.21","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1974","1974","%","23.8","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1975","1975","%","24.16","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1976","1976","%","25","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1977","1977","%","25.26","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1978","1978","%","25.44","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1979","1979","%","25.44","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1980","1980","%","25.62","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1981","1981","%","25.77","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1982","1982","%","25.88","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1983","1983","%","25.91","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1984","1984","%","26.02","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1985","1985","%","26.02","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1986","1986","%","26.02","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1987","1987","%","26.06","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1988","1988","%","26.06","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1989","1989","%","25.8","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1990","1990","%","25.69","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1991","1991","%","25.66","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1992","1992","%","25.66","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1993","1993","%","25.62","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1994","1994","%","25.62","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1995","1995","%","25.62","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1996","1996","%","25.62","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1997","1997","%","25.55","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1998","1998","%","25.51","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","1999","1999","%","25.51","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2000","2000","%","25.51","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2001","2001","%","25.51","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2002","2002","%","25.51","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2003","2003","%","25.51","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2004","2004","%","25.51","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2005","2005","%","24.05","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2006","2006","%","25.73","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2007","2007","%","25.47","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2008","2008","%","25.44","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2009","2009","%","25.4","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2010","2010","%","25.4","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2011","2011","%","25.4","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2012","2012","%","25.4","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2013","2013","%","25.41","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2014","2014","%","25.4","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2015","2015","%","25.41","Fc","Calculated data"
"EL","Land Use","3","Albania","7209","Share in Land area","6620","Cropland","2016","2016","%","25.68","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1961","1961","%","2.97","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1962","1962","%","2.9","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1963","1963","%","2.86","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1964","1964","%","2.84","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1965","1965","%","2.85","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1966","1966","%","2.85","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1967","1967","%","2.88","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1968","1968","%","2.85","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1969","1969","%","2.85","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1970","1970","%","2.86","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1971","1971","%","2.93","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1972","1972","%","2.99","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1973","1973","%","3","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1974","1974","%","3.01","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1975","1975","%","3.15","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1976","1976","%","3.25","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1977","1977","%","3.17","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1978","1978","%","3.17","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1979","1979","%","3.15","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1980","1980","%","3.15","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1981","1981","%","3.15","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1982","1982","%","3.15","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1983","1983","%","3.04","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1984","1984","%","3.15","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1985","1985","%","3.15","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1986","1986","%","3.16","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1987","1987","%","3.2","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1988","1988","%","3.21","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1989","1989","%","3.22","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1990","1990","%","3.21","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1991","1991","%","3.28","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1992","1992","%","3.4","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1993","1993","%","3.39","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1994","1994","%","3.36","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1995","1995","%","3.37","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1996","1996","%","3.38","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1997","1997","%","3.43","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1998","1998","%","3.43","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","1999","1999","%","3.44","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2000","2000","%","3.44","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2001","2001","%","3.43","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2002","2002","%","3.45","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2003","2003","%","3.46","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2004","2004","%","3.48","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2005","2005","%","3.51","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2006","2006","%","3.52","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2007","2007","%","3.52","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2008","2008","%","3.53","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2009","2009","%","3.53","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2010","2010","%","3.53","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2011","2011","%","3.54","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2012","2012","%","3.54","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2013","2013","%","3.54","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2014","2014","%","3.54","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2015","2015","%","3.55","Fc","Calculated data"
"EL","Land Use","4","Algeria","7209","Share in Land area","6620","Cropland","2016","2016","%","3.53","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1961","1961","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1962","1962","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1963","1963","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1964","1964","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1965","1965","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1966","1966","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1967","1967","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1968","1968","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1969","1969","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1970","1970","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1971","1971","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1972","1972","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1973","1973","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1974","1974","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1975","1975","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1976","1976","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1977","1977","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1978","1978","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1979","1979","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1980","1980","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1981","1981","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1982","1982","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1983","1983","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1984","1984","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1985","1985","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1986","1986","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1987","1987","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1988","1988","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1989","1989","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1990","1990","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1991","1991","%","15","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1992","1992","%","16","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1993","1993","%","16","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1994","1994","%","16","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1995","1995","%","17.5","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1996","1996","%","20","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1997","1997","%","20","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1998","1998","%","23.5","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","1999","1999","%","23.95","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2000","2000","%","24","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2001","2001","%","22.5","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2002","2002","%","22.5","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2003","2003","%","25.2","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2004","2004","%","25","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2005","2005","%","25","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2006","2006","%","25","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2007","2007","%","24","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2008","2008","%","24","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2009","2009","%","24.5","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2010","2010","%","24.5","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2011","2011","%","24.5","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2012","2012","%","24.5","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2013","2013","%","24.5","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2014","2014","%","24.5","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2015","2015","%","24.5","Fc","Calculated data"
"EL","Land Use","5","American Samoa","7209","Share in Land area","6620","Cropland","2016","2016","%","24.5","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1961","1961","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1962","1962","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1963","1963","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1964","1964","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1965","1965","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1966","1966","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1967","1967","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1968","1968","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1969","1969","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1970","1970","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1971","1971","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1972","1972","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1973","1973","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1974","1974","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1975","1975","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1976","1976","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1977","1977","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1978","1978","%","2.13","Fc","Calculated data"
"EL","Land Use","6","Andorra","7209","Share in Land area","6620","Cropland","1979","1979","%","2.13","Fc","Calculated data"
